"wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","dam","moa","mfa","cam","ic","cbm","amc","max_cc","avg_cc","bug","churn","bugdensity"
0.693147180559945,0.693147180559945,0,1.6094379124341,1.09861228866811,0,0.693147180559945,1.38629436111989,0,1.09861228866811,0,0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,4,0
2.07944154167984,1.6094379124341,0,1.09861228866811,3.04452243772342,3.09104245335832,0.693147180559945,0,2.07944154167984,1.09861228866811,0,0,0.647337644427089,0.45198512347033,1.09861228866811,1.09861228866811,2.25878247029088,1.09861228866811,0.693147180559945,0,67,0
2.07944154167984,0.693147180559945,0,1.94591014905531,3.52636052461616,2.99573227355399,1.38629436111989,0,1.79175946922805,0.510825623965991,0,0,0,0.367724779817625,0,0,3.23587340129295,0.693147180559945,0.539004834031298,1,179,0.00555555555555556
3.3322045101752,1.94591014905531,0,2.70805020110221,4.21950770517611,5.61312810638807,0.693147180559945,0,3.04452243772342,0.548565951882171,0.510825623965991,0,0.602492812474296,0.135458546470092,1.6094379124341,1.94591014905531,2.87167962507269,2.19722457733622,1.04798543882372,0,483,0
0.693147180559945,1.38629436111989,0,1.79175946922805,1.09861228866811,0,0.693147180559945,1.6094379124341,0.693147180559945,1.09861228866811,0,0,0.693147180559945,0.693147180559945,0,0,2.07944154167984,0,0,0,9,0
1.79175946922805,0.693147180559945,0,2.19722457733622,2.30258509299405,2.19722457733622,1.6094379124341,1.6094379124341,1.38629436111989,0.559615787935423,0.693147180559945,0.693147180559945,0,0.405465108108164,0,0,1.7227665977411,1.09861228866811,0.587786664902119,0,29,0
2.94443897916644,1.09861228866811,0,3.25809653802148,4.45434729625351,4.89783979995091,1.09861228866811,0,1.94591014905531,0.577462781536898,0.693147180559945,0.693147180559945,0.241162057031174,0.272866986517387,0.693147180559945,1.38629436111989,3.43934914773348,2.484906649788,1.11697597268507,0,568,0
1.79175946922805,0.693147180559945,0,1.79175946922805,2.30258509299405,2.19722457733622,0.693147180559945,1.6094379124341,1.38629436111989,0.559615787935423,0.693147180559945,0.693147180559945,0,0.405465108108164,0,0,1.7227665977411,1.09861228866811,0.587786664902119,0,29,0
1.09861228866811,1.38629436111989,0,1.79175946922805,1.79175946922805,0,0.693147180559945,1.6094379124341,1.09861228866811,0.693147180559945,0.405465108108164,0.693147180559945,0.65924562871185,0.485507815781701,0,0,2.30258509299405,0.693147180559945,0.405465108108164,0,22,0
2.56494935746154,0.693147180559945,0,1.38629436111989,3.2188758248682,0,0.693147180559945,1.38629436111989,2.484906649788,0.264692554203826,0.693147180559945,0.693147180559945,0,0.275103290498085,0,0,2.89037175789616,1.09861228866811,0.693147180559945,0,222,0
2.63905732961526,0.693147180559945,0,2.30258509299405,3.95124371858143,3.2188758248682,2.07944154167984,1.38629436111989,2.56494935746154,0.500775287912489,0.693147180559945,0,0,0.297251523353646,0,0,3.11180444473825,1.6094379124341,1.04598477126742,0,297,0
0.693147180559945,0.693147180559945,0,1.6094379124341,0.693147180559945,0,1.09861228866811,0,0.693147180559945,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,1,0
3.04452243772342,1.09861228866811,0,2.99573227355399,4.44265125649032,4.48863636973214,0.693147180559945,0,2.70805020110221,0.541916211060512,0.693147180559945,0,0.514267967895108,0.154150680112972,0.693147180559945,1.38629436111989,3.52929738428947,1.79175946922805,1.01160091167848,0,685,0
1.38629436111989,0.693147180559945,1.38629436111989,1.6094379124341,1.6094379124341,0.693147180559945,1.38629436111989,0.693147180559945,1.09861228866811,0,0.693147180559945,0,0,0.510825623965991,0,0,1.6094379124341,0.693147180559945,0.510845623565993,0,16,0
1.38629436111989,1.09861228866811,0,1.38629436111989,2.30258509299405,1.38629436111989,0.693147180559945,0,1.38629436111989,1.09861228866811,0,0,0.575364145028562,0.606135803388497,0.693147180559945,0.693147180559945,2.19722457733622,0.693147180559945,0.510845623565993,0,27,0
3.17805383034795,0.693147180559945,0,2.83321334405622,4.31748811353631,5.14749447681345,2.07944154167984,2.56494935746154,3.13549421592915,0.60337718097654,0.693147180559945,1.09861228866811,0,0.137869794260999,0,0,3.26310071850622,1.6094379124341,1.03889766934045,0,610,0
3.04452243772342,0.693147180559945,1.79175946922805,2.70805020110221,3.80666248977032,4.72738781871234,2.07944154167984,2.07944154167984,2.39789527279837,0.478737309388403,0.693147180559945,0.693147180559945,0,0.163200515115516,0,0,2.53369681395743,1.38629436111989,0.78845736036427,1,255,0.00390625
2.63905732961526,1.6094379124341,0,1.38629436111989,3.55534806148941,4.23410650459726,0,1.38629436111989,2.56494935746154,0.606135803388497,0.693147180559945,0,0.60738035860849,0.396881364296083,0,0,2.66079731641296,1.38629436111989,0.730876397369952,0,191,0
2.19722457733622,1.09861228866811,0,2.56494935746154,3.40119738166216,3.29583686600433,1.38629436111989,0,1.94591014905531,0.53899650056602,0.693147180559945,0.693147180559945,0.133531392749523,0.213574100221136,0.693147180559945,0.693147180559945,2.50552593699074,0.693147180559945,0.559615787935423,1,99,0.01
1.09861228866811,1.38629436111989,0,1.38629436111989,1.79175946922805,0,0.693147180559945,1.09861228866811,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0,1.94591014905531,0,0,0,15,0
0.693147180559945,0.693147180559945,0,1.94591014905531,0.693147180559945,0,1.79175946922805,0.693147180559945,0.693147180559945,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,1,0
1.38629436111989,0.693147180559945,0,2.484906649788,3.71357206670431,0.693147180559945,0.693147180559945,0,1.38629436111989,0,0.693147180559945,0,0,0.34830669450351,0,0,4.25324584476056,1.6094379124341,0.980841752933602,0,212,0
2.30258509299405,0.693147180559945,0,2.83321334405622,3.78418963391826,3.61091791264422,1.6094379124341,2.70805020110221,2.30258509299405,1.09861228866811,0,0,0,0.167054084817012,0,0,2.76562005299362,1.38629436111989,0.980841752933602,0,143,0
1.79175946922805,1.09861228866811,0,1.79175946922805,2.70805020110221,2.39789527279837,0.693147180559945,0,1.79175946922805,1.09861228866811,0,0,0.492476484875572,0.510825623965991,1.09861228866811,1.09861228866811,2.15176220325946,1.09861228866811,0.78845736036427,0,43,0
2.07944154167984,1.09861228866811,0,1.79175946922805,2.94443897916644,0,0.693147180559945,0,2.07944154167984,0,0.693147180559945,0,0.430782915792454,0.381367556333982,0.693147180559945,0.693147180559945,2.87437141630779,1.38629436111989,1.04980712438618,1,125,0.00793650793650794
2.94443897916644,1.6094379124341,1.79175946922805,3.40119738166216,4.57471097850338,4.45434729625351,1.79175946922805,0,2.56494935746154,0.462623521874039,0.693147180559945,0.693147180559945,0.621537648242957,0.187211542136927,1.38629436111989,2.07944154167984,3.6124182881394,2.39789527279837,1.13497636140404,1,669,0.00149253731343284
3.58351893845611,1.6094379124341,0,2.484906649788,4.36944785246702,6.08677472691231,1.09861228866811,2.39789527279837,3.58351893845611,0.647064744458877,0.693147180559945,0,0.495979115552842,0.315852949105977,1.38629436111989,1.6094379124341,2.75092722564108,1.38629436111989,0.707345899959758,1,564,0.00176991150442478
1.09861228866811,1.6094379124341,0,1.6094379124341,1.6094379124341,0,1.09861228866811,1.09861228866811,1.09861228866811,0,0.693147180559945,0.693147180559945,0.664976303364678,0.559615787935423,0,0,1.87180217690159,0.693147180559945,0.405465108108164,0,14,0
1.09861228866811,0.693147180559945,0,1.6094379124341,1.09861228866811,0.693147180559945,1.6094379124341,0.693147180559945,1.09861228866811,1.09861228866811,0,0,0,0.510825623965991,0,0,0,0.693147180559945,0.693147180559945,0,4,0
1.38629436111989,1.09861228866811,1.38629436111989,2.07944154167984,2.19722457733622,0.693147180559945,1.38629436111989,1.6094379124341,1.09861228866811,0.405465108108164,0.693147180559945,0.693147180559945,0.6190392083293,0.459532329167914,0,0,2.19722457733622,0.693147180559945,0.510845623565993,0,28,0
2.39789527279837,0.693147180559945,0,3.29583686600433,4.71849887129509,3.8286413964891,1.79175946922805,3.17805383034795,2.30258509299405,1.09861228866811,0,0,0,0.262364264467491,0,0,4.56121829845891,3.25809653802148,1.54756250871601,0,957,0
0.693147180559945,0.693147180559945,0,1.94591014905531,0.693147180559945,0,1.94591014905531,0.693147180559945,0.693147180559945,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,1,0
2.39789527279837,1.09861228866811,0,2.07944154167984,3.43398720448515,3.25809653802148,1.09861228866811,1.94591014905531,2.19722457733622,0.417735201017052,0.693147180559945,0.693147180559945,0.532804530658679,0.438254930931155,0.693147180559945,1.09861228866811,2.92316158071916,1.09861228866811,0.641853886172395,0,189,0
3.04452243772342,1.09861228866811,0,2.07944154167984,3.40119738166216,5.04342511691925,1.6094379124341,1.6094379124341,2.63905732961526,0.676722300706558,0.356674944238732,1.09861228866811,0.346276236400761,0.209720530711799,0,0,2.26176309847379,1.6094379124341,0.717839793150317,0,213,0
